symbol,price,date
BTCUSDT,29291.010,2023-04-30 10:29:27
BTCUSDT,29284.160,2023-04-30 10:29:32
BTCUSDT,29284.170,2023-04-30 10:29:36
BTCUSDT,29284.160,2023-04-30 10:29:41
BTCUSDT,29284.160,2023-04-30 10:29:45
BTCUSDT,29284.160,2023-04-30 10:29:50
BTCUSDT,29284.160,2023-04-30 10:29:54
BTCUSDT,29284.170,2023-04-30 10:29:59
BTCUSDT,29284.170,2023-04-30 10:30:03
BTCUSDT,29284.160,2023-04-30 10:30:08
BTCUSDT,29284.160,2023-04-30 10:30:12
BTCUSDT,29284.160,2023-04-30 10:30:17
BTCUSDT,29284.160,2023-04-30 10:30:21
BTCUSDT,29284.160,2023-04-30 10:30:26
BTCUSDT,29284.160,2023-04-30 10:30:30
BTCUSDT,29284.170,2023-04-30 10:30:35
BTCUSDT,29284.160,2023-04-30 10:30:39
BTCUSDT,29284.160,2023-04-30 10:30:44
BTCUSDT,29284.160,2023-04-30 10:30:48
BTCUSDT,29284.160,2023-04-30 10:30:53
BTCUSDT,29284.170,2023-04-30 10:30:57
BTCUSDT,29284.170,2023-04-30 10:31:02
BTCUSDT,29284.160,2023-04-30 10:31:06
BTCUSDT,29284.160,2023-04-30 10:31:11
BTCUSDT,29284.160,2023-04-30 10:31:15
BTCUSDT,29284.160,2023-04-30 10:31:20
BTCUSDT,29284.160,2023-04-30 10:31:24
BTCUSDT,29284.160,2023-04-30 10:31:29
BTCUSDT,29284.170,2023-04-30 10:31:33
BTCUSDT,29284.160,2023-04-30 10:31:38
BTCUSDT,29284.160,2023-04-30 10:31:42
BTCUSDT,29284.160,2023-04-30 10:31:47
BTCUSDT,29284.160,2023-04-30 10:31:52
BTCUSDT,29284.160,2023-04-30 10:31:56
BTCUSDT,29284.160,2023-04-30 10:32:01
BTCUSDT,29284.160,2023-04-30 10:32:05
BTCUSDT,29284.160,2023-04-30 10:32:10
BTCUSDT,29284.170,2023-04-30 10:32:14
BTCUSDT,29284.160,2023-04-30 10:32:18
BTCUSDT,29284.170,2023-04-30 10:32:23
BTCUSDT,29284.160,2023-04-30 10:32:27
BTCUSDT,29284.160,2023-04-30 10:32:32
BTCUSDT,29284.160,2023-04-30 10:32:36
BTCUSDT,29284.160,2023-04-30 10:32:41
BTCUSDT,29284.160,2023-04-30 10:32:45
BTCUSDT,29284.170,2023-04-30 10:32:50
BTCUSDT,29284.170,2023-04-30 10:32:54
BTCUSDT,29284.160,2023-04-30 10:32:59
BTCUSDT,29284.160,2023-04-30 10:33:03
BTCUSDT,29284.170,2023-04-30 10:33:08
BTCUSDT,29284.170,2023-04-30 10:33:12
BTCUSDT,29284.160,2023-04-30 10:33:17
BTCUSDT,29295.950,2023-04-30 10:33:21
